parcel_id,ndvi_value,temperature_c,rainfall_mm,sensor_status,date,sensor_status_clean,mill_id,crop_type,sowing_date,area_hectares
PARCEL_010,0.23,20.4,0.0,NA,2026-01-01,bad,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_003,0.505,33.8,0.0,NA,2026-05-24,bad,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,0.383,28.3,0.0,OK,2026-02-18,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_012,0.232,20.3,0.0, OK,2026-03-18,bad,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_013,0.488,26.9,0.0,OK ,2026-04-12,bad,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_006,0.74,27.9,0.0,NA,2026-04-05,bad,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_014,0.496,30.6,0.0,OK,2026-04-16,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_025,0.708,18.8,6.1,ok,2026-04-30,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_002,0.835,23.7,0.0,ERROR,2026-02-17,bad,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_001,0.359,17.7,0.0,OK,2026-02-26,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_013,0.549,23.6,0.0,OK,2026-05-12,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_010,0.621,30.0,0.0,OK,2026-04-19,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_006,0.195,21.7,0.0,OK,2026-02-16,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_020,0.253,33.6,0.0,OK,2026-01-10,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_024,0.455,16.1,0.0,OK,2026-03-07,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_008,0.532,28.3,0.0,OK,2026-05-03,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_009,0.802,30.1,0.0,OK,2026-04-13,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_008,0.431,27.5,6.7,ERROR,2026-05-17,bad,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_020,0.188,21.2,0.0,OK,2026-03-04,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_007,0.682,31.2,0.0,OK,2026-02-21,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_015,0.607,34.0,0.0,OK,2026-04-01,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_017,0.111,26.5,0.0,OK,2026-01-11,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_002,0.055,19.3,0.0,OK,2026-01-05,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_004,0.611,32.1,6.9,OK,2026-04-06,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_024,0.509,26.8,0.0,OK,2026-02-23,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_019,0.161,27.7,0.0,OK,2026-02-03,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_012,0.506,27.3,0.0,OK,2026-04-21,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_001,0.788,21.2,0.0,OK,2026-04-17,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_006,0.633,29.0,5.0,OK,2026-05-01,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_013,0.406,26.6,1.4,OK,2026-04-14,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_018,0.479,31.8,0.0,OK,2026-04-20,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_024,0.15,24.8,0.0,OK,2026-01-30,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_025,0.676,28.3,0.0,OK,2026-04-01,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_009,0.676,21.3,1.0,OK,2026-04-29,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_007,0.579,15.6,0.0,OK,2026-05-13,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_009,0.672,27.6,0.0,OK,2026-04-20,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_023,0.639,17.1,0.0,OK,2026-03-23,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_010,0.507,19.9,0.0,OK,2026-03-05,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_002,0.768,19.2,0.0,OK,2026-02-28,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_003,0.473,28.6,1.7,OK,2026-02-28,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_025,0.617,34.9,4.3,error,2026-05-31,bad,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,0.641,30.8,0.0,OK,2026-05-08,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_018,0.191,30.6,0.0,OK,2026-01-01,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_008,0.183,34.9,0.0,OK,2026-01-15,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_018,0.608,26.8,0.0,OK,2026-03-25,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_015,0.718,17.0,0.0,OK,2026-02-28,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_006,0.78,30.5,0.0,OK,2026-04-02,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_021,0.602,29.1,0.0,OK,2026-03-29,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_018,0.238,22.0,0.0,OK,2026-01-05,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_016,0.125,23.7,4.3,OK,2026-01-03,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_025,0.604,21.0,0.0,OK,2026-04-26,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_022,0.538,30.8,0.0,OK,2026-03-15,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_001,0.706,33.5,0.0,OK,2026-04-27,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_012,0.374,20.6,4.8,OK,2026-03-11,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_019,0.828,30.4,1.7,OK,2026-03-11,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_008,0.575,16.1,0.2,NA,2026-03-28,bad,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_016,0.669,34.9,0.0, OK,2026-04-07,bad,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_023,0.651,17.5,0.0,OK,2026-05-14,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_009,0.77,21.1,0.0,OK,2026-04-23,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_017,0.668,23.7,1.2,OK,2026-05-17,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_013,0.173,16.3,0.7,OK,2026-01-13,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_020,0.243,32.8,0.0,OK,2026-02-24,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_012,0.304,31.7,0.0,OK,2026-03-10,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_006,0.239,21.4,10.2,OK,2026-03-02,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_010,0.362,23.7,0.0,OK,2026-02-03,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_015,0.647,34.9,7.9,OK,2026-05-20,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_013,0.137,18.3,0.0,OK,2026-02-18,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_009,0.417,16.7,0.0,OK,2026-03-08,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_018,0.24,19.5,0.0,OK,2026-01-06,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_008,0.669,22.5,0.0,OK,2026-04-12,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_013,0.27,17.4,0.0,OK,2026-03-15,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_007,0.318,34.6,0.0,OK,2026-02-10,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_012,0.264,32.2,0.0,OK,2026-03-22,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_019,0.609,25.7,0.0,NA,2026-04-20,bad,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_008,0.368,33.1,1.9,OK,2026-02-13,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_010,0.542,34.3,0.0,OK,2026-05-16,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_020,0.231,33.3,0.0,OK,2026-01-12,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_006,0.629,15.9,0.0,OK,2026-04-07,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_004,0.394,21.5,3.9,NA,2026-01-07,bad,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_004,0.457,20.5,0.0,OK,2026-02-01,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_010,0.662,26.8,0.0,OK,2026-05-27,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_009,0.301,27.5,0.0,OK,2026-03-04,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_002,0.599,19.3,0.0,OK,2026-05-05,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_003,0.445,19.5,0.0,OK,2026-05-01,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_023,0.383,25.3,0.0,NaN,2026-02-20,bad,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_007,0.618,19.6,0.0,ok,2026-03-25,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_020,0.15,23.8,0.0,OK,2026-01-05,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_015,0.265,19.9,0.0,OK,2026-01-20,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_013,0.577,26.7,0.0,OK,2026-04-15,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_025,0.241,29.6,0.0,OK,2026-02-02,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_006,0.217,26.4,0.0,OK,2026-02-28,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_019,0.694,33.1,0.0,NA,2026-02-28,bad,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_005,0.359,27.8,0.0,error,2026-02-25,bad,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_012,0.553,20.7,0.0, OK,2026-05-16,bad,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_020,0.223,27.4,0.0,NA,2026-02-14,bad,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_009,0.267,26.9,10.3,OK,2026-02-27,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_024,0.603,27.6,0.0,OK,2026-04-07,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_022,0.176,25.5,0.0,OK,2026-01-25,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_015,0.418,27.5,0.0,OK,2026-01-21,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_018,0.669,29.9,0.0,Error,2026-05-01,bad,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_016,0.591,18.5,0.0,OK,2026-03-14,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_001,0.718,28.4,3.1,ok,2026-04-24,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_013,0.165,18.1,0.0,OK,2026-02-15,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_010,0.673,30.4,0.0,OK,2026-03-30,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_008,0.761,28.2,1.1, OK,2026-03-15,bad,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_005,0.18,17.4,0.0,OK,2026-01-23,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_004,0.318,23.9,0.0,OK,2026-01-04,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_014,0.715,32.1,0.0,error,2026-03-22,bad,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_018,0.741,20.4,0.0,OK,2026-03-12,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,0.139,24.5,8.3, OK,2026-01-27,bad,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_006,0.574,25.5,0.0,OK,2026-03-28,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_013,0.129,34.0,0.0,ERROR,2026-02-11,bad,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_005,0.365,21.4,0.0,OK,2026-02-09,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_001,0.697,25.9,4.6,OK,2026-05-24,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_024,0.71,31.2,0.0,OK,2026-03-31,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,0.352,24.8,0.0,OK,2026-01-18,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_006,0.799,30.2,0.0,OK,2026-03-13,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_017,0.638,30.9,0.0,OK,2026-05-19,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_018,0.442,29.5,0.0,,2026-04-21,bad,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_011,0.199,29.6,0.0,OK,2026-02-01,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_003,0.131,20.4,0.4,OK,2026-02-03,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_008,0.845,26.0,0.0,OK,2026-03-02,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_003,0.191,26.1,0.0,OK,2026-02-16,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_012,0.647,33.8,0.0,OK,2026-04-15,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_003,0.379,28.3,0.0,OK,2026-02-20,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_012,0.778,17.1,9.9,OK,2026-04-30,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_015,0.466,30.9,0.0,OK,2026-01-28,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_018,0.389,23.7,3.5,OK,2026-01-18,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_006,0.738,26.9,5.3,OK,2026-04-13,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_001,0.204,17.0,9.3,OK,2026-02-18,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_018,0.656,29.6,0.0,OK,2026-02-22,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_012,0.159,21.6,0.0,OK,2026-01-12,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_020,0.276,31.7,1.3,OK,2026-03-19,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_024,0.398,24.3,0.0,OK,2026-01-19,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,0.666,28.7,0.3,OK,2026-03-31,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_025,0.447,35.1,0.0,OK,2026-02-24,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_007,0.743,23.5,0.0,OK,2026-04-30,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_025,0.677,23.3,0.0,OK,2026-04-13,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_003,0.586,32.8,0.0,NaN,2026-03-22,bad,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_001,0.365,21.8,0.0,OK ,2026-03-10,bad,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_015,0.521,34.2,0.0,OK,2026-02-23,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_004,0.593,24.4,0.0,OK,2026-02-16,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,0.543,23.0,0.0,OK,2026-05-05,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_018,0.114,23.9,0.0,OK,2026-01-03,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_021,0.488,29.3,0.0,OK,2026-05-23,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_003,0.223,25.6,0.0,OK,2026-02-18,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_020,0.174,30.5,0.0,OK,2026-02-12,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_008,0.582,31.7,0.0,OK,2026-02-23,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_022,0.719,25.3,0.0,OK,2026-04-03,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_007,0.628,15.9,0.0,OK,2026-02-24,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_017,0.645,27.9,0.0,OK,2026-03-25,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_006,0.087,17.2,0.0,OK,2026-01-24,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_009,0.467,18.1,0.0,OK,2026-03-16,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_011,0.181,25.2,0.0,OK,2026-01-28,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_003,0.624,27.4,0.0,error,2026-05-25,bad,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_002,0.702,25.2,0.0,OK,2026-05-26,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_021,0.645,24.4,0.0,OK,2026-05-18,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_007,0.708,30.8,0.0,,2026-03-28,bad,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_002,0.727,17.1,0.0,OK ,2026-03-27,bad,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,0.265,33.5,0.8,OK,2026-03-13,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_011,0.628,18.2,0.0,OK ,2026-05-11,bad,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_004,0.481,29.9,0.0,OK,2026-05-30,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_007,0.39,24.0,1.6,OK,2026-05-23,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_007,0.411,19.2,0.0,OK,2026-02-13,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_014,0.517,20.7,0.0,Error,2026-05-19,bad,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_011,0.178,15.5,0.0,OK,2026-02-20,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_024,0.489,25.6,0.0,ok,2026-02-25,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_005,0.48,18.3,0.0,OK,2026-04-12,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_013,0.296,32.6,0.0,NA,2026-03-17,bad,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_018,0.651,30.3,7.4,OK,2026-03-03,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_005,0.308,15.4,0.0,OK,2026-02-12,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_015,0.46,20.8,0.0,OK,2026-04-17,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_024,0.448,25.7,0.0,OK,2026-03-13,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,0.176,28.4,0.0,OK,2026-01-01,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,0.621,24.2,0.0,OK,2026-05-14,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_021,0.188,28.1,0.0,OK,2026-02-02,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_011,0.54,35.1,0.0,OK,2026-04-20,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_025,0.696,16.8,0.0,OK,2026-04-05,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_023,0.717,34.1,0.0,OK,2026-03-28,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_001,0.221,26.9,0.0,OK,2026-02-09,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_001,0.497,29.7,0.0,OK,2026-04-01,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_019,0.376,23.9,6.7,OK,2026-01-31,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_009,0.693,24.9,0.0,OK,2026-05-28,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_025,0.588,32.6,0.0,OK ,2026-03-14,bad,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_016,0.316,33.9,0.0,OK,2026-02-19,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_023,0.499,30.9,0.0,OK,2026-04-06,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,0.235,26.7,8.7,OK,2026-02-14,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_015,0.635,30.7,0.0,OK,2026-03-02,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_012,0.316,24.7,3.8,OK,2026-01-17,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_016,0.49,30.4,0.0,OK,2026-02-27,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_013,0.601,34.6,5.2,OK,2026-05-03,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,0.131,24.7,0.0,OK,2026-02-04,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,0.047,21.3,0.0,OK,2026-02-19,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,0.575,30.9,0.0,OK,2026-04-24,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_004,0.548,34.7,0.0,OK,2026-02-06,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_025,0.249,18.5,8.0,OK ,2026-01-01,bad,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_011,0.5,32.4,9.3,ok,2026-04-14,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_014,0.477,29.9,0.0,OK,2026-01-31,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_005,0.285,35.0,0.0, OK,2026-02-11,bad,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_006,0.795,17.7,0.0,OK,2026-04-01,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_003,0.686,32.3,0.0,OK,2026-04-15,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_014,0.258,27.5,0.0,OK,2026-01-19,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_009,0.685,17.0,0.0,OK,2026-04-10,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_021,0.192,25.3,0.0,OK,2026-02-20,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_005,0.134,25.5,4.1,OK,2026-01-13,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_008,0.831,25.7,0.0,OK,2026-03-07,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_016,0.518,28.6,0.0,OK,2026-05-16,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_025,0.527,24.9,1.0,OK,2026-04-22,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_007,0.494,27.7,0.0,OK,2026-05-03,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_013,0.392,30.4,0.0,OK,2026-03-27,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_012,0.51,19.0,0.0,OK ,2026-03-30,bad,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_019,0.59,20.8,0.0,OK,2026-03-21,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_005,0.477,24.3,0.0,OK,2026-03-19,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_023,0.813,26.7,5.9,OK,2026-04-12,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_023,0.279,19.1,0.0,OK,2026-02-02,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_007,0.807,22.1,0.0,OK,2026-04-02,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_007,0.66,28.2,0.0,OK,2026-04-21,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_003,0.32,24.4,0.0,OK ,2026-02-15,bad,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_010,0.521,34.0,5.3,OK,2026-05-28,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_002,0.58,35.1,5.2,OK,2026-05-31,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_014,0.391,18.6,0.0,OK,2026-05-10,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_017,0.685,35.3,0.0,OK,2026-03-02,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_008,0.574,32.7,0.0,OK ,2026-04-08,bad,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_022,0.721,16.9,0.0,OK,2026-02-27,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_024,0.559,21.0,0.0,OK,2026-04-12,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_002,0.291,25.2,0.0,OK,2026-01-26,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_008,0.617,30.7,0.0,OK,2026-04-16,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_019,0.456,33.1,1.6,OK,2026-05-30,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_006,0.099,34.2,0.0,OK,2026-01-05,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_024,0.471,26.9,0.0,OK,2026-02-21,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,0.757,32.1,0.0,OK,2026-03-29,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_004,0.342,27.1,0.0,Error,2026-01-23,bad,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_018,0.654,19.8,0.0,OK,2026-05-02,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,0.157,30.7,3.7,OK,2026-01-16,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_011,0.276,34.5,0.0,OK,2026-03-15,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_010,0.312,31.1,6.2,OK,2026-01-09,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_006,0.29,22.3,1.2,OK,2026-02-20,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_012,0.652,24.9,0.0,Error,2026-05-03,bad,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_015,0.495,24.6,9.2,OK,2026-05-01,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_006,0.597,23.9,0.0,OK,2026-03-14,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_019,0.698,30.3,0.0,OK,2026-02-24,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_007,0.349,24.2,2.4,OK,2026-02-06,good,MILL_NORTH,sugarcane,2026-01-18,8.53
